disease,symptoms
Hepatitis E,"['jointpain', 'vomiting', 'fatigue', 'highfever', 'yellowishskin', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'vomiting', 'fatigue', 'highfever', 'yellowishskin', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'vomiting', 'fatigue', 'highfever', 'yellowishskin', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['vomiting', 'fatigue', 'highfever', 'yellowishskin', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'fatigue', 'highfever', 'yellowishskin', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'vomiting', 'highfever', 'yellowishskin', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'vomiting', 'fatigue', 'yellowishskin', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'vomiting', 'fatigue', 'highfever', 'darkurine', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'vomiting', 'fatigue', 'highfever', 'yellowishskin', 'nausea', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Hepatitis E,"['jointpain', 'vomiting', 'fatigue', 'highfever', 'yellowishskin', 'darkurine', 'lossofappetite', 'abdominalpain', 'yellowingofeyes', 'acuteliverfailure', 'coma', 'stomachbleeding']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'abdominalpain', 'swellingofstomach', 'distentionofabdomen', 'historyofalcoholconsumption', 'fluidoverload']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'abdominalpain', 'swellingofstomach', 'distentionofabdomen', 'historyofalcoholconsumption', 'fluidoverload']"
Alcoholic hepatitis,"['yellowishskin', 'abdominalpain', 'swellingofstomach', 'distentionofabdomen', 'historyofalcoholconsumption', 'fluidoverload']"
Alcoholic hepatitis,"['vomiting', 'abdominalpain', 'swellingofstomach', 'distentionofabdomen', 'historyofalcoholconsumption', 'fluidoverload']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'swellingofstomach', 'distentionofabdomen', 'historyofalcoholconsumption', 'fluidoverload']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'abdominalpain', 'distentionofabdomen', 'historyofalcoholconsumption', 'fluidoverload']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'abdominalpain', 'swellingofstomach', 'historyofalcoholconsumption', 'fluidoverload']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'abdominalpain', 'swellingofstomach', 'distentionofabdomen', 'fluidoverload']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'abdominalpain', 'swellingofstomach', 'distentionofabdomen', 'historyofalcoholconsumption']"
Alcoholic hepatitis,"['vomiting', 'yellowishskin', 'abdominalpain', 'swellingofstomach', 'distentionofabdomen', 'historyofalcoholconsumption', 'fluidoverload']"
Tuberculosis,"['chill', 'vomiting', 'fatigue', 'weightloss', 'cough', 'highfever', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'vomiting', 'fatigue', 'weightloss', 'cough', 'highfever', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['vomiting', 'fatigue', 'weightloss', 'cough', 'highfever', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'fatigue', 'weightloss', 'cough', 'highfever', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'vomiting', 'weightloss', 'cough', 'highfever', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'vomiting', 'fatigue', 'cough', 'highfever', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'vomiting', 'fatigue', 'weightloss', 'highfever', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'vomiting', 'fatigue', 'weightloss', 'cough', 'breathlessness', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'vomiting', 'fatigue', 'weightloss', 'cough', 'highfever', 'sweating', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Tuberculosis,"['chill', 'vomiting', 'fatigue', 'weightloss', 'cough', 'highfever', 'breathlessness', 'lossofappetite', 'mildfever', 'yellowingofeyes', 'swelledlymphnodes', 'malaise', 'phlegm', 'chestpain', 'bloodinsputum']"
Common Cold,"['continuoussneezing', 'chill', 'fatigue', 'cough', 'highfever', 'headache', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'chill', 'fatigue', 'cough', 'highfever', 'headache', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['chill', 'fatigue', 'cough', 'highfever', 'headache', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'fatigue', 'cough', 'highfever', 'headache', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'chill', 'cough', 'highfever', 'headache', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'chill', 'fatigue', 'highfever', 'headache', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'chill', 'fatigue', 'cough', 'headache', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'chill', 'fatigue', 'cough', 'highfever', 'swelledlymphnodes', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'chill', 'fatigue', 'cough', 'highfever', 'headache', 'malaise', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Common Cold,"['continuoussneezing', 'chill', 'fatigue', 'cough', 'highfever', 'headache', 'swelledlymphnodes', 'phlegm', 'throatirritation', 'rednessofeyes', 'sinuspressure', 'runnynose', 'congestion', 'chestpain', 'lossofsmell', 'musclepain']"
Pneumonia,"['chill', 'fatigue', 'cough', 'highfever', 'breathlessness', 'sweating', 'malaise', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'fatigue', 'cough', 'highfever', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'fatigue', 'cough', 'highfever', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['fatigue', 'cough', 'highfever', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'cough', 'highfever', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'fatigue', 'highfever', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'fatigue', 'cough', 'breathlessness', 'sweating', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'fatigue', 'cough', 'highfever', 'sweating', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'fatigue', 'cough', 'highfever', 'breathlessness', 'malaise', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Pneumonia,"['chill', 'fatigue', 'cough', 'highfever', 'breathlessness', 'sweating', 'phlegm', 'chestpain', 'fastheartrate', 'rustysputum']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'paininanalregion', 'bloodystool', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'paininanalregion', 'bloodystool', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'paininanalregion', 'bloodystool', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['painduringbowelmovements', 'paininanalregion', 'bloodystool', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['constipation', 'paininanalregion', 'bloodystool', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'bloodystool', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'paininanalregion', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'paininanalregion', 'bloodystool']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'paininanalregion', 'bloodystool', 'irritationinanus']"
Dimorphic hemmorhoids(piles),"['constipation', 'painduringbowelmovements', 'paininanalregion', 'bloodystool', 'irritationinanus']"
Heart attack,"['vomiting', 'breathlessness', 'sweating', 'chestpain']"
Heart attack,"['vomiting', 'breathlessness', 'sweating', 'chestpain']"
Heart attack,"['breathlessness', 'sweating', 'chestpain']"
Heart attack,"['vomiting', 'sweating', 'chestpain']"
Heart attack,"['vomiting', 'breathlessness', 'chestpain']"
Heart attack,"['vomiting', 'breathlessness', 'sweating']"
Heart attack,"['vomiting', 'breathlessness', 'sweating', 'chestpain']"
Heart attack,"['breathlessness', 'sweating', 'chestpain']"
Heart attack,"['vomiting', 'sweating', 'chestpain']"
Heart attack,"['vomiting', 'breathlessness', 'chestpain']"
Varicose veins,"['fatigue', 'cramp', 'bruising', 'obesity', 'swollenlegs', 'swollenbloodvessels', 'prominentveinsoncalf']"
Varicose veins,"['fatigue', 'cramp', 'bruising', 'obesity', 'swollenlegs', 'swollenbloodvessels', 'prominentveinsoncalf']"
Varicose veins,"['cramp', 'bruising', 'obesity', 'swollenlegs', 'swollenbloodvessels', 'prominentveinsoncalf']"
Varicose veins,"['fatigue', 'bruising', 'obesity', 'swollenlegs', 'swollenbloodvessels', 'prominentveinsoncalf']"
Varicose veins,"['fatigue', 'cramp', 'obesity', 'swollenlegs', 'swollenbloodvessels', 'prominentveinsoncalf']"
Varicose veins,"['fatigue', 'cramp', 'bruising', 'swollenlegs', 'swollenbloodvessels', 'prominentveinsoncalf']"
Varicose veins,"['fatigue', 'cramp', 'bruising', 'obesity', 'swollenbloodvessels', 'prominentveinsoncalf']"
Varicose veins,"['fatigue', 'cramp', 'bruising', 'obesity', 'swollenlegs', 'prominentveinsoncalf']"
Varicose veins,"['fatigue', 'cramp', 'bruising', 'obesity', 'swollenlegs', 'swollenbloodvessels']"
Varicose veins,"['fatigue', 'cramp', 'bruising', 'obesity', 'swollenlegs', 'prominentveinsoncalf']"
Hypothyroidism,"['fatigue', 'weightgain', 'coldhandsandfeets', 'moodswings', 'lethargy', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['fatigue', 'weightgain', 'coldhandsandfeets', 'moodswings', 'lethargy', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['weightgain', 'coldhandsandfeets', 'moodswings', 'lethargy', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['weightgain', 'coldhandsandfeets', 'moodswings', 'lethargy', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['fatigue', 'coldhandsandfeets', 'moodswings', 'lethargy', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['fatigue', 'weightgain', 'moodswings', 'lethargy', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['fatigue', 'weightgain', 'coldhandsandfeets', 'lethargy', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['fatigue', 'weightgain', 'coldhandsandfeets', 'moodswings', 'dizziness', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['fatigue', 'weightgain', 'coldhandsandfeets', 'moodswings', 'lethargy', 'puffyfaceandeyes', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hypothyroidism,"['fatigue', 'weightgain', 'coldhandsandfeets', 'moodswings', 'lethargy', 'dizziness', 'enlargedthyroid', 'brittlenails', 'swollenextremeties', 'depression', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'weightloss', 'restlessness', 'sweating', 'diarrhoea', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'weightloss', 'restlessness', 'sweating', 'diarrhoea', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['moodswings', 'weightloss', 'restlessness', 'sweating', 'diarrhoea', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'weightloss', 'restlessness', 'sweating', 'diarrhoea', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'restlessness', 'sweating', 'diarrhoea', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'weightloss', 'sweating', 'diarrhoea', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'weightloss', 'restlessness', 'diarrhoea', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'weightloss', 'restlessness', 'sweating', 'fastheartrate', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'weightloss', 'restlessness', 'sweating', 'diarrhoea', 'excessivehunger', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hyperthyroidism,"['fatigue', 'moodswings', 'weightloss', 'restlessness', 'sweating', 'diarrhoea', 'fastheartrate', 'muscleweakness', 'irritability', 'abnormalmenstruation']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'anxiety', 'sweating', 'headache', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'fatigue', 'sweating', 'headache', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety', 'headache', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'nausea', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'blurredanddistortedvision', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Hypoglycemia,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'excessivehunger', 'dryingandtinglinglips', 'slurredspeech', 'irritability', 'palpitation']"
Osteoarthristis,"['jointpain', 'neckpain', 'kneepain', 'hipjointpain', 'swellingjoints', 'painfulwalking']"
Osteoarthristis,"['jointpain', 'neckpain', 'kneepain', 'hipjointpain', 'swellingjoints', 'painfulwalking']"
Osteoarthristis,"['neckpain', 'kneepain', 'hipjointpain', 'swellingjoints', 'painfulwalking']"
Osteoarthristis,"['jointpain', 'kneepain', 'hipjointpain', 'swellingjoints', 'painfulwalking']"
Osteoarthristis,"['jointpain', 'neckpain', 'hipjointpain', 'swellingjoints', 'painfulwalking']"
